0.450000 1.288148 2.818221 0.001679 
0.500000 1.067461 1.771552 0.001331 
0.550000 0.913071 1.138283 0.001067 
0.600000 0.785226 0.729063 0.000854 
0.650000 0.692394 0.454976 0.000675 
0.700000 0.632495 0.299170 0.000547 
0.750000 0.585924 0.186696 0.000432 
0.800000 0.551235 0.106995 0.000327 
0.850000 0.527527 0.056167 0.000237 
0.900000 0.510299 0.021920 0.000148 
0.950000 0.502932 0.005361 0.000073 
1.000000 0.500000 0.000000 0.000000 
1.050000 0.502660 0.004693 0.000069 
1.100000 0.509850 0.018016 0.000134 
1.150000 0.518972 0.040281 0.000201 
1.200000 0.533369 0.069525 0.000264 
1.250000 0.550175 0.105775 0.000325 
1.300000 0.572786 0.148185 0.000385 
1.350000 0.591746 0.205546 0.000453 
1.400000 0.614053 0.270173 0.000520 
