0.925000 0.210000 3.048524 0.113244 0.003365
0.925000 0.220000 3.060050 0.088406 0.002973
0.925000 0.230000 3.059548 0.084865 0.002913
0.925000 0.240000 3.034713 0.076162 0.002760
0.925000 0.250000 3.046925 0.069125 0.002629
0.925000 0.260000 3.031958 0.068456 0.002616
0.925000 0.270000 3.044144 0.058997 0.002429
0.925000 0.280000 3.023342 0.048202 0.002195
0.925000 0.290000 3.027713 0.049435 0.002223
0.925000 0.300000 3.017829 0.041740 0.002043
0.950000 0.210000 3.030677 0.090932 0.003015
0.950000 0.220000 3.035113 0.073758 0.002716
0.950000 0.230000 3.036197 0.069178 0.002630
0.950000 0.240000 3.025410 0.060610 0.002462
0.950000 0.250000 3.006085 0.053273 0.002308
0.950000 0.260000 3.018531 0.047746 0.002185
0.950000 0.270000 3.016686 0.040983 0.002024
0.950000 0.280000 3.017132 0.036243 0.001904
0.950000 0.290000 3.001655 0.035060 0.001872
0.950000 0.300000 3.016384 0.027662 0.001663
0.975000 0.210000 3.028477 0.070377 0.002653
0.975000 0.220000 3.038052 0.060682 0.002463
0.975000 0.230000 3.013606 0.056778 0.002383
0.975000 0.240000 3.013559 0.051218 0.002263
0.975000 0.250000 3.009310 0.041229 0.002031
0.975000 0.260000 3.014095 0.036111 0.001900
0.975000 0.270000 3.007658 0.031081 0.001763
0.975000 0.280000 3.016806 0.026268 0.001621
0.975000 0.290000 3.012996 0.023328 0.001527
0.975000 0.300000 3.018573 0.018622 0.001365
1.000000 0.210000 3.032348 0.057822 0.002405
1.000000 0.220000 3.020634 0.046865 0.002165
1.000000 0.230000 3.023540 0.041186 0.002029
1.000000 0.240000 3.022119 0.035495 0.001884
1.000000 0.250000 3.019464 0.029372 0.001714
1.000000 0.260000 3.003854 0.028206 0.001679
1.000000 0.270000 3.007690 0.022770 0.001509
1.000000 0.280000 3.013724 0.018012 0.001342
1.000000 0.290000 3.006650 0.016274 0.001276
1.000000 0.300000 3.009765 0.013369 0.001156
1.025000 0.210000 3.027237 0.045984 0.002144
1.025000 0.220000 3.011114 0.040822 0.002020
1.025000 0.230000 3.018724 0.033445 0.001829
1.025000 0.240000 3.008659 0.031316 0.001770
1.025000 0.250000 3.016337 0.024619 0.001569
1.025000 0.260000 3.012949 0.020421 0.001429
1.025000 0.270000 3.009259 0.019015 0.001379
1.025000 0.280000 3.001535 0.017228 0.001313
1.025000 0.290000 3.002957 0.013939 0.001181
1.025000 0.300000 2.998221 0.012339 0.001111
1.050000 0.210000 3.022159 0.037105 0.001926
1.050000 0.220000 3.018877 0.032926 0.001815
1.050000 0.230000 3.010233 0.031758 0.001782
1.050000 0.240000 3.018172 0.024392 0.001562
1.050000 0.250000 2.998528 0.025838 0.001607
1.050000 0.260000 3.004041 0.019766 0.001406
1.050000 0.270000 2.999121 0.019442 0.001394
1.050000 0.280000 2.999337 0.016401 0.001281
1.050000 0.290000 3.005847 0.013265 0.001152
1.050000 0.300000 3.001922 0.011936 0.001093
1.075000 0.210000 3.006196 0.038434 0.001960
1.075000 0.220000 3.017149 0.030764 0.001754
1.075000 0.230000 3.008793 0.032251 0.001796
1.075000 0.240000 3.016343 0.023795 0.001543
1.075000 0.250000 3.002386 0.026175 0.001618
1.075000 0.260000 3.002959 0.020642 0.001437
1.075000 0.270000 3.009680 0.018553 0.001362
1.075000 0.280000 3.005777 0.017287 0.001315
1.075000 0.290000 2.999780 0.017489 0.001322
1.075000 0.300000 3.006991 0.016260 0.001275
1.100000 0.210000 3.016436 0.037097 0.001926
1.100000 0.220000 3.008617 0.036615 0.001913
1.100000 0.230000 3.008380 0.030293 0.001740
1.100000 0.240000 3.009171 0.029178 0.001708
1.100000 0.250000 3.017810 0.023989 0.001549
1.100000 0.260000 3.008108 0.026199 0.001619
1.100000 0.270000 2.999944 0.025792 0.001606
1.100000 0.280000 3.001309 0.022286 0.001493
1.100000 0.290000 3.007151 0.022009 0.001484
1.100000 0.300000 3.011062 0.021498 0.001466
1.125000 0.210000 3.012494 0.044224 0.002103
1.125000 0.220000 3.012268 0.039282 0.001982
1.125000 0.230000 2.998071 0.037326 0.001932
1.125000 0.240000 3.018916 0.030355 0.001742
1.125000 0.250000 3.007900 0.035336 0.001880
1.125000 0.260000 3.019002 0.028471 0.001687
1.125000 0.270000 2.997412 0.032186 0.001794
1.125000 0.280000 3.011377 0.028093 0.001676
1.125000 0.290000 3.011261 0.030088 0.001735
1.125000 0.300000 2.993869 0.040592 0.002015
1.150000 0.210000 3.025417 0.042886 0.002071
1.150000 0.220000 3.027791 0.038354 0.001958
1.150000 0.230000 3.007639 0.040312 0.002008
1.150000 0.240000 3.022931 0.039187 0.001980
1.150000 0.250000 3.010972 0.043238 0.002079
1.150000 0.260000 3.025881 0.035934 0.001896
1.150000 0.270000 3.018641 0.035899 0.001895
1.150000 0.280000 3.023913 0.036563 0.001912
1.150000 0.290000 3.026579 0.034436 0.001856
1.150000 0.300000 3.017126 0.040715 0.002018
