0.925000 0.210000 3.058913 0.106720 0.000327
0.925000 0.220000 3.052538 0.096423 0.000311
0.925000 0.230000 3.048655 0.087686 0.000296
0.925000 0.240000 3.042838 0.078520 0.000280
0.925000 0.250000 3.040174 0.070879 0.000266
0.925000 0.260000 3.037136 0.063816 0.000253
0.925000 0.270000 3.030807 0.057092 0.000239
0.925000 0.280000 3.028820 0.051202 0.000226
0.925000 0.290000 3.024998 0.046333 0.000215
0.925000 0.300000 3.020401 0.041188 0.000203
0.950000 0.210000 3.045880 0.085547 0.000292
0.950000 0.220000 3.042776 0.076742 0.000277
0.950000 0.230000 3.036732 0.068630 0.000262
0.950000 0.240000 3.031133 0.061198 0.000247
0.950000 0.250000 3.029366 0.054173 0.000233
0.950000 0.260000 3.025996 0.048252 0.000220
0.950000 0.270000 3.020808 0.042441 0.000206
0.950000 0.280000 3.020260 0.037127 0.000193
0.950000 0.290000 3.018084 0.032343 0.000180
0.950000 0.300000 3.014146 0.028325 0.000168
0.975000 0.210000 3.035578 0.069035 0.000263
0.975000 0.220000 3.030422 0.061130 0.000247
0.975000 0.230000 3.027297 0.053697 0.000232
0.975000 0.240000 3.023616 0.046960 0.000217
0.975000 0.250000 3.020394 0.041076 0.000203
0.975000 0.260000 3.017329 0.035892 0.000189
0.975000 0.270000 3.016084 0.030882 0.000176
0.975000 0.280000 3.012294 0.026868 0.000164
0.975000 0.290000 3.010148 0.022837 0.000151
0.975000 0.300000 3.007648 0.019329 0.000139
1.000000 0.210000 3.027397 0.055972 0.000237
1.000000 0.220000 3.022873 0.049370 0.000222
1.000000 0.230000 3.018930 0.042737 0.000207
1.000000 0.240000 3.017400 0.037081 0.000193
1.000000 0.250000 3.014820 0.031966 0.000179
1.000000 0.260000 3.011042 0.027694 0.000166
1.000000 0.270000 3.009339 0.023523 0.000153
1.000000 0.280000 3.007671 0.019836 0.000141
1.000000 0.290000 3.006740 0.016731 0.000129
1.000000 0.300000 3.004798 0.013946 0.000118
1.025000 0.210000 3.021520 0.046790 0.000216
1.025000 0.220000 3.018910 0.040580 0.000201
1.025000 0.230000 3.015748 0.035139 0.000187
1.025000 0.240000 3.012332 0.030381 0.000174
1.025000 0.250000 3.009974 0.026292 0.000162
1.025000 0.260000 3.008076 0.022528 0.000150
1.025000 0.270000 3.006474 0.019284 0.000139
1.025000 0.280000 3.004402 0.016419 0.000128
1.025000 0.290000 3.004008 0.013784 0.000117
1.025000 0.300000 3.002718 0.011718 0.000108
1.050000 0.210000 3.016287 0.040776 0.000202
1.050000 0.220000 3.013919 0.035822 0.000189
1.050000 0.230000 3.010429 0.031364 0.000177
1.050000 0.240000 3.008584 0.027341 0.000165
1.050000 0.250000 3.007490 0.023641 0.000154
1.050000 0.260000 3.005663 0.020758 0.000144
1.050000 0.270000 3.004210 0.018246 0.000135
1.050000 0.280000 3.003828 0.015817 0.000126
1.050000 0.290000 3.003462 0.013989 0.000118
1.050000 0.300000 3.002826 0.012358 0.000111
1.075000 0.210000 3.013246 0.038215 0.000195
1.075000 0.220000 3.010884 0.034017 0.000184
1.075000 0.230000 3.008825 0.030238 0.000174
1.075000 0.240000 3.007200 0.027030 0.000164
1.075000 0.250000 3.006945 0.023907 0.000155
1.075000 0.260000 3.005653 0.021450 0.000146
1.075000 0.270000 3.003581 0.019963 0.000141
1.075000 0.280000 3.003171 0.018353 0.000135
1.075000 0.290000 3.003400 0.016709 0.000129
1.075000 0.300000 3.002960 0.015967 0.000126
1.100000 0.210000 3.011709 0.037935 0.000195
1.100000 0.220000 3.010307 0.034425 0.000186
1.100000 0.230000 3.009692 0.031435 0.000177
1.100000 0.240000 3.007759 0.029021 0.000170
1.100000 0.250000 3.007560 0.026960 0.000164
1.100000 0.260000 3.006724 0.025109 0.000158
1.100000 0.270000 3.005851 0.024074 0.000155
1.100000 0.280000 3.004748 0.023351 0.000153
1.100000 0.290000 3.004264 0.022704 0.000151
1.100000 0.300000 3.005299 0.022141 0.000149
1.125000 0.210000 3.012270 0.040512 0.000201
1.125000 0.220000 3.010200 0.038192 0.000195
1.125000 0.230000 3.009738 0.035823 0.000189
1.125000 0.240000 3.009311 0.034197 0.000185
1.125000 0.250000 3.009132 0.032326 0.000180
1.125000 0.260000 3.008219 0.031734 0.000178
1.125000 0.270000 3.008864 0.030734 0.000175
1.125000 0.280000 3.008436 0.030539 0.000175
1.125000 0.290000 3.006773 0.031102 0.000176
1.125000 0.300000 3.008238 0.030643 0.000175
1.150000 0.210000 3.011833 0.046493 0.000216
1.150000 0.220000 3.011270 0.044010 0.000210
1.150000 0.230000 3.010390 0.042478 0.000206
1.150000 0.240000 3.011530 0.041137 0.000203
1.150000 0.250000 3.011711 0.040489 0.000201
1.150000 0.260000 3.012785 0.040046 0.000200
1.150000 0.270000 3.012631 0.039918 0.000200
1.150000 0.280000 3.012002 0.040364 0.000201
1.150000 0.290000 3.012610 0.040443 0.000201
1.150000 0.300000 3.012983 0.041655 0.000204
