0.450000 1.299245 2.793790 0.005286 
0.500000 1.091168 1.914536 0.004376 
0.550000 0.913717 1.182091 0.003438 
0.600000 0.788176 0.815096 0.002855 
0.650000 0.696266 0.475345 0.002180 
0.700000 0.624911 0.273684 0.001654 
0.750000 0.592842 0.187147 0.001368 
0.800000 0.553559 0.109188 0.001045 
0.850000 0.528865 0.057393 0.000758 
0.900000 0.511737 0.024117 0.000491 
0.950000 0.503778 0.005646 0.000238 
1.000000 0.500000 0.000000 0.000000 
1.050000 0.501175 0.004989 0.000223 
1.100000 0.508164 0.018692 0.000432 
1.150000 0.524023 0.037539 0.000613 
1.200000 0.527837 0.076846 0.000877 
1.250000 0.548133 0.110437 0.001051 
1.300000 0.572155 0.151993 0.001233 
1.350000 0.593374 0.203215 0.001426 
1.400000 0.611683 0.275253 0.001659 
